Symbol/ISIN,Security ID,indicator_id
LU1408528211,138615,371
LU0478345209,138616,371
LU0152984307,138617,371
LU0441901922,138618,371
LU0478343683,138619,371
LU0080733339,138620,371
IE00BKHY2863,138621,371
LU0154355936,138622,371
LU0304598229,138623,371
LU0428352776,138624,371
LU0811022101,138625,371
LU0172393414,138626,371
LU0841166456,138627,371
LU0764618053,138628,371
LU1250980452,138629,371
LU1847653141,138630,371
LU0679941327,138631,371
LU2077746779,138632,371
LU0679941673,138633,371
LU0238689110,138634,371
LU0965508806,138635,371
LU0861579778,138636,371
LU0731783048,138637,371
LU1366139522,138638,371
LU1698129183,138639,371
LU2056362424,138640,371
LU2056362770,138641,371
LU0158827195,138642,371
LU2089283258,138643,371
LU2023251221,138644,371
LU2028103732,138645,371
LU2145465584,138646,371
LU1493953001,138647,371
LU0316494391,138648,371
LU0229938369,138649,371
LU1777971893,138650,371
LU0511403387,138651,371
LU0999521056,138652,371
LU0150928074,138653,371
LU0561744862,138654,371
LU1019632923,138655,371
LU1003076772,138656,371
LU1051768569,138657,371
LU1153584641,138658,371
LU2091194634,138659,371
LU1035777561,138660,371
LU0966834136,138661,371
LU0329190499,138662,371
LU2259627821,138663,371
LU0171273575,138664,371
LU0231793349,138665,371
LU0261950470,138666,371
LU0128526570,138667,371
LU0229944680,138668,371
LU0171289738,138669,371
LU0192582467,138670,371
LU0820944071,138671,371
LU0242608361,138672,371
LU1279613951,138673,371
LU0248184466,138674,371
IE00B59JG481,138675,371
IE0000830236,138676,371
LU0181495838,138677,371
LU0242608874,138678,371
LU0955648018,138679,371
LU0229940183,138680,371
LU0270814014,138681,371
LU0244354667,138682,371
LU0359201455,138683,371
LU0359201026,138684,371
IE00B7JY6H00,138685,371
IE0000829238,138686,371
LU0140636845,138687,371
LU0199880310,138688,371
LU1023057109,138689,371
LU0231206078,138690,371
LU1704830576,138691,371
LU0171304719,138692,371
LU1548497772,138693,371
LU1590492135,138694,371
LU0171307068,138695,371
LU1023059063,138696,371
LU1023058768,138697,371
LU0204068364,138698,371
IE00BMPRXS87,138699,371
IE00BMPRXP56,138700,371
LU0171311680,138701,371
LU0171310443,138702,371
LU2191243257,138703,371
LU1079558364,138704,371
LU0823414478,138705,371
LU2070343558,138707,371
LU2099546561,138708,371
LU1093756598,138709,371
IE00BDC3ND11,138710,371
LU1725200650,138711,371
LU0889566997,138712,371
IE00BZBXG489,138713,371
IE00BZBXG604,138714,371
LU0326950275,140771,371
LU1564328810,140772,371
LU1564328067,140773,371
LU1564328141,140774,371
LU1564328737,140775,371
LU2125116330,140776,371
LU1196032939,140777,371
IE00B067MR52,140778,371
LU0251144936,140779,371
LU0048597586,140780,371
LU1235261630,140781,371
LU0880133367,140782,371
LU1993786604,140783,371
LU0456827905,140784,371
LU0210526637,140785,371
IE00BJLTWV31,140791,371
IE00BD2ZKV41,140792,371
IE00BMG7P819,140794,371
IE00BMG7P926,140795,371
LU2237443978,140796,371
LU2237443622,140797,371
DE0008475021,140870,371
GB0000796242,140871,371
GB0000840719,140872,371
GB0030932676,140873,371
GB00B01NJ778,140874,371
IE0008368742,140883,371
IE000G1ER031,140884,371
IE000IQEE9W5,140885,371
IE000J9WOV28,140886,371
IE00B11XYX59,140887,371
IE00B11XZ988,140888,371
IE00B1LHWR71,140889,371
IE00B84J9L26,140890,371
IE00B8W6D244,140892,371
IE00B92ZW543,140893,371
IE00B99K3R14,140894,371
IE00B9HH6X13,140895,371
IE00BD8DFW88,140896,371
IE00BDRTCH17,140897,371
IE00BDRTCL52,140898,371
IE00BF0K7B44,140899,371
IE00BF5GRD90,140900,371
IE00BFRSV973,140901,371
IE00BH3X8443,140902,371
IE00BH3X8559,140903,371
IE00BJMZC096,140904,371
IE00BKPHWW11,140905,371
IE00BKPHWX28,140906,371
IE00BLSP4015,140907,371
IE00BMF77083,140908,371
IE00BMF77208,140909,371
IE00BMN93084,140911,371
IE00BMPRXR70,140912,371
IE00BMPRXT94,140913,371
IE00BN6Q8645,140914,371
IE00BQSBQV90,140915,371
IE00BRJFZ213,140916,371
IE00BRJFZM13,140917,371
IE00BRJTF125,140918,371
IE00BWDBJ409,140919,371
IE00BZBWL408,140920,371
LU0006061252,140928,371
LU0006061336,140929,371
LU0011846440,140931,371
LU0011889846,140932,371
LU0011889929,140933,371
LU0011963245,140934,371
LU0011963328,140935,371
LU0012050729,140936,371
LU0012181748,140937,371
LU0028118809,140938,371
LU0028119013,140939,371
LU0039217434,140941,371
LU0043850808,140942,371
LU0048574536,140943,371
LU0048578792,140944,371
LU0048585144,140945,371
LU0048621477,140946,371
LU0052750758,140947,371
LU0052756011,140948,371
LU0054450605,140949,371
LU0057025933,140950,371
LU0061175625,140952,371
LU0065014192,140954,371
LU0066902890,140955,371
LU0070992663,140956,371
LU0072461881,140957,371
LU0075112721,140958,371
LU0075458603,140959,371
LU0075933415,140960,371
LU0081336892,140961,371
LU0088927925,140962,371
LU0094547139,140963,371
LU0098860793,140964,371
LU0099574567,140965,371
LU0106239873,140966,371
LU0106259046,140967,371
LU0106959298,140968,371
LU0109401686,140969,371
LU0110060430,140970,371
LU0113592215,140971,371
LU0114722498,140972,371
LU0117843481,140973,371
LU0122614208,140974,371
LU0124384867,140975,371
LU0132282301,140977,371
LU0152981543,140978,371
LU0161305163,140979,371
LU0161332480,140980,371
LU0168053600,140981,371
LU0168057262,140982,371
LU0171275786,140983,371
LU0171280430,140984,371
LU0171301533,140985,371
LU0171305526,140986,371
LU0172157280,140987,371
LU0173638916,140988,371
LU0175139822,140989,371
LU0177592218,140990,371
LU0196878994,140991,371
LU0197216392,140992,371
LU0201575346,140993,371
LU0209137388,140994,371
LU0211326839,140995,371
LU0214875030,140996,371
LU0216291897,140997,371
LU0229494975,140999,371
LU0229940001,141000,371
LU0229945570,141001,371
LU0229949994,141002,371
LU0229950067,141003,371
LU0232504117,141004,371
LU0233036713,141006,371
LU0251142724,141008,371
LU0251143029,141009,371
LU0251143458,141010,371
LU0251144696,141011,371
LU0251145669,141012,371
LU0256859116,141013,371
LU0260864003,141014,371
LU0264597617,141017,371
LU0264605907,141018,371
LU0264606111,141019,371
LU0265266980,141020,371
LU0266512127,141021,371
LU0269904917,141023,371
LU0272941971,141024,371
LU0273158872,141025,371
LU0273164847,141026,371
LU0279460462,141028,371
LU0286668453,141029,371
LU0286669428,141030,371
LU0286669774,141031,371
LU0287142896,141032,371
LU0287143431,141033,371
LU0294219869,141044,371
LU0297942194,141045,371
LU0297942434,141046,371
LU0300737201,141047,371
LU0303821028,141048,371
LU0306806265,141049,371
LU0306807586,141050,371
LU0308772762,141051,371
LU0310799852,141052,371
LU0310800379,141053,371
LU0310800965,141054,371
LU0312595415,141055,371
LU0316459139,141058,371
LU0316492692,141059,371
LU0316493153,141060,371
LU0319687124,141061,371
LU0319973649,141062,371
LU0320763518,141064,371
LU0320763948,141066,371
LU0320764169,141067,371
LU0320764243,141068,371
LU0320764599,141069,371
LU0320764755,141070,371
LU0320764912,141071,371
LU0320765059,141072,371
LU0320765489,141073,371
LU0320765646,141074,371
LU0320765992,141075,371
LU0321505439,141076,371
LU0321505868,141077,371
LU0323421593,141079,371
LU0326948709,141080,371
LU0330918003,141082,371
LU0339279753,141083,371
LU0353648891,141086,371
LU0358858032,141088,371
LU0358998713,141089,371
LU0359002093,141090,371
LU0366770310,141091,371
LU0366773504,141092,371
LU0368265418,141094,371
LU0368265764,141095,371
LU0372678564,141096,371
LU0385154629,141098,371
LU0417103065,141100,371
LU0417518270,141103,371
LU0430678424,141104,371
LU0436020985,141105,371
LU0443062806,141106,371
LU0449509016,141107,371
LU0449515922,141108,371
LU0450468698,141109,371
LU0456854461,141110,371
LU0459992896,141111,371
LU0459993191,141112,371
LU0462954982,141113,371
LU0471298348,141114,371
LU0471298777,141115,371
LU0496654236,141116,371
LU0506197614,141118,371
LU0506197887,141119,371
LU0511405911,141120,371
LU0511406216,141121,371
LU0526926950,141122,371
LU0536402570,141123,371
LU0536402737,141124,371
LU0536402901,141125,371
LU0540000063,141126,371
LU0550127509,141127,371
LU0553721365,141128,371
LU0560541111,141129,371
LU0562753474,141130,371
LU0563142537,141131,371
LU0572939691,141132,371
LU0572940350,141133,371
LU0578945809,141134,371
LU0592505407,141135,371
LU0592505829,141136,371
LU0592507361,141137,371
LU0592507528,141138,371
LU0592650674,141139,371
LU0594300419,141140,371
LU0607514717,141141,371
LU0625451512,141142,371
LU0626906746,141143,371
LU0626907124,141144,371
LU0626907397,141145,371
LU0626907470,141146,371
LU0642271901,141147,371
LU0649033221,141148,371
LU0671501129,141149,371
LU0672654166,141150,371
LU0672654240,141151,371
LU0683595465,141152,371
LU0683595895,141153,371
LU0683600646,141154,371
LU0683600729,141155,371
LU0706718169,141157,371
LU0706718243,141158,371
LU0706718326,141159,371
LU0706718672,141160,371
LU0725271786,141161,371
LU0726765562,141162,371
LU0731783394,141163,371
LU0736558973,141164,371
LU0736559278,141165,371
LU0736559351,141166,371
LU0738911758,141167,371
LU0738912566,141168,371
LU0742534661,141169,371
LU0745992494,141170,371
LU0745992734,141171,371
LU0752742626,141172,371
LU0757360960,141173,371
LU0761598746,141174,371
LU0781237614,141175,371
LU0784383399,141176,371
LU0784395997,141177,371
LU0784639295,141178,371
LU0787776995,141179,371
LU0788109634,141180,371
LU0795875086,141182,371
LU0800111485,141183,371
LU0805981734,141184,371
LU0805983789,141185,371
LU0815074496,141186,371
LU0820561909,141187,371
LU0820562469,141188,371
LU0820775889,141189,371
LU0823379036,141190,371
LU0823379465,141191,371
LU0823379549,141192,371
LU0823379622,141193,371
LU0823389423,141194,371
LU0823389852,141195,371
LU0823403356,141196,371
LU0823411706,141197,371
LU0823413587,141198,371
LU0823426308,141201,371
LU0823431563,141202,371
LU0823431720,141203,371
LU0831103253,141205,371
LU0853555547,141206,371
LU0871639620,141207,371
LU0871639976,141208,371
LU0871640123,141209,371
LU0871640396,141210,371
LU0879622024,141211,371
LU0889564943,141212,371
LU0889565320,141213,371
LU0889565593,141214,371
LU0889565676,141215,371
LU0889565833,141216,371
LU0898667661,141217,371
LU0898699433,141218,371
LU0903425923,141219,371
LU0905234497,141220,371
LU0905234570,141221,371
LU0910996080,141222,371
LU0911024122,141223,371
LU0912757837,141224,371
LU0927678507,141225,371
LU0943347566,141226,371
LU0949170343,141227,371
LU0949170426,141228,371
LU0949170699,141229,371
LU0949170772,141230,371
LU0955665376,141231,371
LU0955669360,141232,371
LU0960925393,141233,371
LU0960925559,141234,371
LU0963029086,141235,371
LU0963555726,141236,371
LU0965088593,141237,371
LU0965088676,141238,371
LU0965506859,141239,371
LU0965506933,141240,371
LU0965508988,141241,371
LU0965509010,141242,371
LU0965509101,141243,371
LU0965509283,141244,371
LU0965509440,141245,371
LU0971552673,141246,371
LU0971552756,141247,371
LU0971552913,141248,371
LU0981932782,141250,371
LU0981932865,141251,371
LU0992293067,141252,371
LU0994605391,141253,371
LU0997586515,141254,371
LU1019494514,141255,371
LU1019498267,141256,371
LU1019498341,141257,371
LU1019634622,141258,371
LU1019636163,141259,371
LU1035781084,141260,371
LU1037948970,141261,371
LU1037949275,141262,371
LU1037949358,141263,371
LU1039938227,141264,371
LU1041599660,141265,371
LU1046234412,141266,371
LU1046248800,141267,371
LU1046420631,141268,371
LU1046420987,141269,371
LU1048596156,141270,371
LU1051770623,141271,371
LU1051771274,141272,371
LU1057294990,141273,371
LU1061106388,141274,371
LU1074970309,141276,371
LU1074970481,141277,371
LU1084809042,141278,371
LU1084809471,141279,371
LU1093756242,141280,371
LU1093756325,141281,371
LU1115430461,141282,371
LU1118698981,141283,371
LU1121335696,141284,371
LU1128926489,141285,371
LU1130305938,141286,371
LU1130306589,141287,371
LU1133072774,141288,371
LU1149717156,141289,371
LU1149717313,141290,371
LU1162222480,141291,371
LU1181866309,141292,371
LU1197969386,141293,371
LU1200839535,141294,371
LU1200839709,141295,371
LU1220227653,141296,371
LU1223082196,141297,371
LU1223083087,141298,371
LU1223083913,141299,371
LU1226287792,141300,371
LU1226287875,141301,371
LU1226287958,141302,371
LU1226288253,141303,371
LU1227825731,141304,371
LU1235257950,141305,371
LU1235258255,141306,371
LU1235258685,141307,371
LU1235259576,141308,371
LU1235260079,141309,371
LU1235260665,141310,371
LU1235261044,141311,371
LU1235261390,141312,371
LU1235294219,141313,371
LU1255011170,141314,371
LU1269690746,141315,371
LU1273509221,141316,371
LU1291149836,141317,371
LU1314333441,141318,371
LU1316542783,141319,371
LU1316542866,141320,371
LU1316543088,141321,371
LU1316543591,141322,371
LU1316543674,141323,371
LU1334329650,141324,371
LU1340139317,141325,371
LU1340145553,141326,371
LU1345481698,141327,371
LU1345481854,141328,371
LU1345482076,141329,371
LU1345482316,141330,371
LU1391767313,141331,371
LU1408528641,141332,371
LU1435395121,141334,371
LU1439553899,141335,371
LU1440713441,141336,371
LU1451583386,141339,371
LU1489827839,141340,371
LU1492452518,141341,371
LU1509826696,141342,371
LU1516272264,141343,371
LU1543694498,141344,371
LU1548497699,141345,371
LU1551013342,141346,371
LU1551013425,141347,371
LU1560903285,141348,371
LU1564329461,141349,371
LU1564329628,141350,371
LU1596574779,141351,371
LU1597253084,141352,371
LU1620156130,141353,371
LU1655091616,141354,371
LU1668664300,141355,371
LU1676225185,141356,371
LU1695653177,141357,371
LU1697837992,141358,371
LU1720051017,141359,371
LU1721427968,141360,371
LU1732799900,141361,371
LU1732800096,141362,371
LU1733225004,141363,371
LU1740285249,141364,371
LU1740285322,141365,371
LU1740661084,141366,371
LU1803068979,141367,371
LU1813982136,141368,371
LU1813982219,141369,371
LU1813982482,141370,371
LU1813986715,141371,371
LU1813986806,141372,371
LU1822774284,141373,371
LU1846563374,141374,371
LU1847653497,141375,371
LU1852330734,141376,371
LU1852331039,141377,371
LU1859244672,141378,371
LU1861127337,141379,371
LU1861127501,141380,371
LU1861127683,141381,371
LU1861127766,141382,371
LU1861127840,141383,371
LU1863844582,141384,371
LU1863844749,141385,371
LU1867151521,141386,371
LU1867151794,141387,371
LU1867151877,141388,371
LU1883993989,141389,371
LU1883994011,141390,371
LU1919856309,141391,371
LU1935354966,141392,371
LU1935355260,141393,371
LU1963769176,141394,371
LU1974910355,141395,371
LU1979441026,141396,371
LU2015340628,141397,371
LU2015341279,141398,371
LU2023250504,141399,371
LU2023250769,141400,371
LU2023250843,141401,371
LU2031211563,141402,371
LU2044937824,141403,371
LU2044938129,141404,371
LU2044938392,141405,371
LU2044938715,141406,371
LU2052525768,141407,371
LU2089284900,141408,371
LU2089986090,141409,371
LU2106854487,141410,371
LU2112991349,141411,371
LU2125116413,141412,371
LU2125116504,141413,371
LU2127175417,141414,371
LU2238339852,141415,371
LU2257466305,141416,371
LU2290525943,141417,371
LU2375672263,141419,371
LU2382294481,141420,371
MU0164S00030,141421,371
LU0820562113,141717,371
LU0212925753,141718,371
LU0171289498,141719,371
LU0231205187,141720,371
LU0352132285,141721,371
LU0170474422,141722,371
LU1483922933,141723,371
IE00B3YZ2X82,141724,371
LU1981791327,141725,371
LU2237443382,141726,371
LU0093504206,141727,371
LU1003077580,141728,371
LU0330917963,141729,371
LU1200839881,141730,371
LU0260870158,141731,371
LU2077746696,141732,371
LU1070113664,141742,371
LU1811366001,141743,371
LU0238689623,141744,371
LU0171285314,141745,371
LU0260870661,141746,371
LU0768355603,141747,371
LU0626262082,141748,371
LU0260865158,141749,371
LU0260869739,141750,371
LU0248172537,141751,371
LU0218201050,141752,371
LU0351442180,141753,371
LU0352097439,141754,371
LU0489880327,141755,371
LU0903425840,141756,371
LU0757360457,141757,371
LU0365775922,141758,371
LU0955662357,141759,371
LU0248179540,141760,371
MU0221S00053,141422,371
LU2237443549,141790,371
IE000RC8IBP7,141791,371
IE00043JTBZ6,141792,371
IE000Z0DPSS4,141793,371
IE00BMG7P694,141794,371
ANN6940Y1002,140862,371
ANN694161004,140863,371
ANN694241046,140864,371
ANN6942G1077,140865,371
ANN6942G1234,140866,371
ANN6942H1472,140867,371
ANN6942U1558,140868,371
BMG4762X1002,140869,371
HK0000055746,140875,371
HK0000055811,140876,371
HK0000081874,140877,371
HK0000081908,140878,371
HK0000081932,140879,371
HK0000264876,140880,371
IE0000939706,140881,371
IE0003707928,140882,371
IE00B8525230,140891,371
IE00BMN92Y56,140910,371
KYG1319X1209,140921,371
KYG1319X1381,140922,371
KYG3691E3400,140923,371
KYG3691E3574,140924,371
KYG5760E1355,140925,371
KYG9177W1006,140926,371
KYG9177W1675,140927,371
LU0011818076,140930,371
LU0029868097,140940,371
LU0057567074,140951,371
LU0061324488,140953,371
LU0130799603,140976,371
LU0216467174,140998,371
LU0232524495,141005,371
LU0243955886,141007,371
LU0264451831,141015,371
LU0264453456,141016,371
LU0269888532,141022,371
LU0278457204,141027,371
LU0289739343,141034,371
LU0289739699,141035,371
LU0289847823,141036,371
LU0289923608,141037,371
LU0289924671,141038,371
LU0289941410,141039,371
LU0289958901,141040,371
LU0289960550,141041,371
LU0289961442,141042,371
LU0289962507,141043,371
LU0313897638,141056,371
LU0313899097,141057,371
LU0320738320,141063,371
LU0320763609,141065,371
LU0323421163,141078,371
LU0328307227,141081,371
LU0345293459,141084,371
LU0345363179,141085,371
LU0353649196,141087,371
LU0366777323,141093,371
LU0377091409,141097,371
LU0417102927,141099,371
LU0417103495,141101,371
LU0417103578,141102,371
LU0502513731,141117,371
LU0690034276,141156,371
LU0794789627,141181,371
LU0823415871,141199,371
LU0823424782,141200,371
LU0823449425,141204,371
LU0981926206,141249,371
LU1069345178,141275,371
LU1408528997,141333,371
LU1440841101,141337,371
LU1440841879,141338,371
LU2298379152,141418,371
SG9999000152,141423,371
SG9999000160,141424,371
SG9999000178,141425,371
SG9999000210,141426,371
SG9999000244,141427,371
SG9999000251,141428,371
SG9999000368,141429,371
SG9999000376,141430,371
SG9999000392,141431,371
SG9999000400,141432,371
SG9999000418,141433,371
SG9999000434,141434,371
SG9999000459,141435,371
SG9999000475,141436,371
SG9999000483,141437,371
SG9999000913,141438,371
SG9999001051,141439,371
SG9999001069,141440,371
SG9999001077,141441,371
SG9999001093,141442,371
SG9999001119,141443,371
SG9999001127,141444,371
SG9999001168,141445,371
SG9999001192,141446,371
SG9999001218,141447,371
SG9999001226,141448,371
SG9999001416,141449,371
SG9999001424,141450,371
SG9999001689,141451,371
SG9999001879,141452,371
SG9999001887,141453,371
SG9999001903,141454,371
SG9999001911,141455,371
SG9999001929,141456,371
SG9999001952,141457,371
SG9999002059,141458,371
SG9999002075,141459,371
SG9999002091,141460,371
SG9999002109,141461,371
SG9999002174,141462,371
SG9999002216,141463,371
SG9999002224,141464,371
SG9999002299,141465,371
SG9999002307,141466,371
SG9999002315,141467,371
SG9999002331,141468,371
SG9999002349,141469,371
SG9999002356,141470,371
SG9999002364,141471,371
SG9999002372,141472,371
SG9999002406,141473,371
SG9999002422,141474,371
SG9999002448,141475,371
SG9999002463,141476,371
SG9999002471,141477,371
SG9999002521,141478,371
SG9999002562,141479,371
SG9999002604,141480,371
SG9999002612,141481,371
SG9999002620,141482,371
SG9999002646,141483,371
SG9999002653,141484,371
SG9999002679,141485,371
SG9999002760,141486,371
SG9999002786,141487,371
SG9999002794,141488,371
SG9999002810,141489,371
SG9999002828,141490,371
SG9999002844,141491,371
SG9999002950,141492,371
SG9999002968,141493,371
SG9999002976,141494,371
SG9999002984,141495,371
SG9999003115,141496,371
SG9999003289,141497,371
SG9999003305,141498,371
SG9999003321,141499,371
SG9999003370,141500,371
SG9999003461,141501,371
SG9999003487,141502,371
SG9999003495,141503,371
SG9999003511,141504,371
SG9999004154,141505,371
SG9999004212,141506,371
SG9999004220,141507,371
SG9999004253,141508,371
SG9999004279,141509,371
SG9999004287,141510,371
SG9999004295,141511,371
SG9999004303,141512,371
SG9999004311,141513,371
SG9999004329,141514,371
SG9999004345,141515,371
SG9999004352,141516,371
SG9999004360,141517,371
SG9999004543,141518,371
SG9999004550,141519,371
SG9999004634,141520,371
SG9999004675,141521,371
SG9999004683,141522,371
SG9999004691,141523,371
SG9999004717,141524,371
SG9999004766,141525,371
SG9999004824,141526,371
SG9999004923,141527,371
