master id,isin name,price,date
138696,LU1023059063,20.86,2022-03-03
138660,LU1035777561,24.38,2022-03-03
141260,LU1035781084,13.15,2022-03-03
141261,LU1037948970,20.05,2022-03-03
141262,LU1037949275,20.67,2022-03-03
141263,LU1037949358,20.04,2022-03-03
141264,LU1039938227,16.27,2022-03-03
138012,LU1041599405,130.93,2022-03-03
141265,LU1041599660,84.91,2022-03-03
141266,LU1046234412,6.92,2022-03-03
141267,LU1046248800,7.92,2022-03-03
141268,LU1046420631,5.88,2022-03-03
141269,LU1046420987,9.17,2022-03-03
141270,LU1048596156,16.36,2022-03-03
138657,LU1051768569,10.85,2022-03-03
141271,LU1051770623,190.33,2022-03-03
141272,LU1051771274,13.87,2022-03-03
141273,LU1057294990,21.23,2022-03-03
141274,LU1061106388,214.05,2022-03-03
141742,LU1070113664,151.86,2022-03-03
141276,LU1074970309,19.71,2022-03-03
141277,LU1074970481,25.38,2022-03-03
138526,LU1075211430,13.83,2022-03-03
138704,LU1079558364,164.43,2022-03-02
141278,LU1084809042,0.988,2022-03-03
141279,LU1084809471,0.949,2022-03-03
138147,LU1084869962,23.52,2022-03-03
138003,LU1093756168,11.89,2022-03-03
141280,LU1093756242,10.53,2022-03-03
141281,LU1093756325,11.75,2022-03-03
138709,LU1093756598,11.89,2022-03-03
138525,LU1097692153,8.51,2022-03-03
138524,LU1097692237,9.26,2022-03-03
141282,LU1115430461,"2,126.77",2022-03-03
141283,LU1118698981,"1,534.00",2022-03-03
141284,LU1121335696,15.38,2022-03-03
138134,LU1127386735,18.05,2022-03-03
138517,LU1127387386,10.20,2022-03-03
138518,LU1127388434,9.97,2022-03-03
138519,LU1127388517,9.80,2022-03-03
141285,LU1128926489,8.79,2022-03-03
141286,LU1130305938,80.08,2022-03-03
141287,LU1130306589,82.01,2022-03-03
141288,LU1133072774,5.38,2022-03-03
138512,LU1133085917,7.52,2022-03-03
141289,LU1149717156,7.74,2022-03-03
141290,LU1149717313,9.36,2022-03-03
138658,LU1153584641,16.06,2022-03-03
141291,LU1162222480,7.88,2022-03-03
137996,LU1165135440,192.57,2022-03-03
141292,LU1181866309,156.34,2022-03-03
140777,LU1196032939,1.69,2022-03-03
141293,LU1197969386,64.75,2022-03-03
141294,LU1200839535,7.82,2022-03-03
137987,LU1200839618,5.88,2022-03-03
141295,LU1200839709,9.71,2022-03-03
141730,LU1200839881,8.92,2022-03-03
141296,LU1220227653,98.66,2022-03-03
141297,LU1223082196,129.34,2022-03-03
141298,LU1223083087,111.71,2022-03-03
141299,LU1223083913,171.42,2022-03-03
141300,LU1226287792,80.90,2022-03-03
141301,LU1226287875,82.99,2022-03-03
141302,LU1226287958,807.24,2022-03-03
138114,LU1226288097,43.36,2022-03-03
141303,LU1226288253,71.23,2022-03-03
141304,LU1227825731,135.16,2022-03-03
141305,LU1235257950,2.66,2022-03-03
141306,LU1235258255,14.84,2022-03-03
141307,LU1235258685,1.71,2022-03-03
141308,LU1235259576,1.53,2022-03-03
141309,LU1235260079,2.7,2022-03-03
141310,LU1235260665,2.34,2022-03-03
141311,LU1235261044,2.73,2022-03-03
141312,LU1235261390,2.17,2022-03-03
140781,LU1235261630,2.55,2022-03-03
141313,LU1235294219,0.598,2022-03-03
138629,LU1250980452,9.69,2022-03-03
138011,LU1255010958,215.67,2022-03-03
141314,LU1255011170,34.1,2022-03-03
141315,LU1269690746,80.46,2022-03-03
141316,LU1273509221,1.81,2022-03-03
138673,LU1279613951,14.37,2022-03-03
138538,LU1282649570,8.44,2022-03-03
141317,LU1291149836,14.48,2022-03-03
138537,LU1311290685,8.61,2022-03-03
137998,LU1313547462,9.46,2022-03-03
141318,LU1314333441,8.69,2022-03-03
141319,LU1316542783,147.45,2022-03-03
141320,LU1316542866,27.94,2022-03-03
141321,LU1316543088,65.27,2022-03-03
141322,LU1316543591,26.38,2022-03-03
141323,LU1316543674,21.48,2022-03-03
138038,LU1322973634,9.65,2022-03-03
138587,LU1328247892,9.53,2022-03-03
141324,LU1334329650,12.34,2022-03-03
141325,LU1340139317,12.57,2022-03-03
141326,LU1340145553,16.26,2022-03-03
141327,LU1345481698,5.81,2022-03-03
141328,LU1345481854,5.61,2022-03-03
141329,LU1345482076,0.5634,2022-03-03
141330,LU1345482316,5.78,2022-03-03
138586,LU1363153740,12.61,2022-03-03
138638,LU1366139522,19.41,2022-03-03
141331,LU1391767313,0.92,2022-03-03
138615,LU1408528211,6.69,2022-03-03
138613,LU1408528302,6.11,2022-03-03
141332,LU1408528641,6.53,2022-03-03
141333,LU1408528997,10.17,2019-01-14
141334,LU1435395121,9.43,2022-03-03
141335,LU1439553899,7.13,2022-03-03
141336,LU1440713441,7.33,2022-03-03
141339,LU1451583386,9.13,2022-03-03
137986,LU1479563717,200.76,2022-03-03
141723,LU1483922933,6.97,2022-03-03
141340,LU1489827839,13.25,2022-03-03
141341,LU1492452518,6.93,2022-03-03
138647,LU1493953001,15.85,2022-03-03
141342,LU1509826696,12.07,2022-03-03
138165,LU1514167136,95.16,2022-03-03
138569,LU1514168027,92.14,2022-03-03
138570,LU1514168530,93.15,2022-03-03
138588,LU1516272181,9.30,2022-03-03
141343,LU1516272264,9.18,2022-03-03
141344,LU1543694498,149.86,2022-03-03
137983,LU1548497426,26.39,2022-03-03
141345,LU1548497699,255.45,2022-03-03
138693,LU1548497772,236.41,2022-03-03
141346,LU1551013342,12.33,2022-03-03
141347,LU1551013425,12.07,2022-03-03
141348,LU1560903285,9.16,2022-03-03
138516,LU1563521951,9.71,2022-03-03
140773,LU1564328067,8.80,2022-03-03
140774,LU1564328141,6.32,2022-03-03
140775,LU1564328737,6.90,2022-03-03
140772,LU1564328810,8.98,2022-03-03
137989,LU1564329032,11.78,2022-03-03
138520,LU1564329115,8.97,2022-03-03
141349,LU1564329461,8.69,2022-03-03
138523,LU1564329545,8.65,2022-03-03
141350,LU1564329628,11.42,2022-03-03
138595,LU1573120224,9.15,2022-03-03
138598,LU1573120497,9.15,2022-03-03
138694,LU1590492135,14.37,2022-03-03
141351,LU1596574779,179.02,2022-03-03
141352,LU1597253084,12.0,2022-03-03
141353,LU1620156130,213.02,2022-03-03
141354,LU1655091616,18.05,2022-03-03
141355,LU1668664300,13.11,2022-03-03
138136,LU1669035997,134.94,2022-03-03
141356,LU1676225185,6.04,2022-03-03
141357,LU1695653177,147.78,2022-03-03
141358,LU1697837992,88.03,2022-03-03
138639,LU1698129183,15.07,2022-03-03
138691,LU1704830576,20.18,2022-03-03
138521,LU1706154686,8.17,2022-03-03
138131,LU1713307426,166.04,2022-03-03
141359,LU1720051017,21.61,2022-03-03
141360,LU1721427968,143.25,2022-03-03
138133,LU1725199209,123.13,2022-03-02
138711,LU1725200650,115.33,2022-03-02
141361,LU1732799900,9.44,2022-03-03
141362,LU1732800096,9.5,2022-03-03
138522,LU1733224965,8.41,2022-03-03
141363,LU1733225004,90.71,2022-03-03
138568,LU1737068558,123.76,2022-03-03
141364,LU1740285249,111.97,2022-03-03
141365,LU1740285322,96.17,2022-03-03
137984,LU1740659690,10.48,2022-03-03
141366,LU1740661084,91.18,2022-03-03
138604,LU1740661167,97.01,2022-03-03
138650,LU1777971893,18.95,2022-03-03
141367,LU1803068979,21.13,2022-03-02
138575,LU1806346737,103.42,2022-03-02
138148,LU1806347388,100.83,2022-03-02
138027,LU1807302812,99.81,2022-03-03
141743,LU1811366001,8.86,2022-03-03
141368,LU1813982136,0.8505,2022-03-03
141369,LU1813982219,0.8165,2022-03-03
141370,LU1813982482,8.46,2022-03-03
141371,LU1813986715,0.9636,2022-03-03
141372,LU1813986806,0.9426,2022-03-03
141373,LU1822774284,14.15,2022-03-03
138605,LU1846562483,9.40,2022-03-03
141374,LU1846563374,9.37,2022-03-03
138630,LU1847653141,8.85,2022-03-03
138145,LU1847653224,8.26,2022-03-03
141375,LU1847653497,8.81,2022-03-03
138018,LU1850216372,0.9469,2022-03-03
141376,LU1852330734,94.67,2022-03-03
141377,LU1852331039,8.7,2022-03-03
141378,LU1859244672,118.7,2022-03-03
141379,LU1861127337,8.45,2022-03-03
141380,LU1861127501,8.36,2022-03-03
141381,LU1861127683,8.21,2022-03-03
141382,LU1861127766,8.43,2022-03-03
141383,LU1861127840,8.37,2022-03-03
141384,LU1863844582,8.52,2022-03-02
141385,LU1863844749,8.46,2022-03-02
141386,LU1867151521,0.8661,2022-03-03
141387,LU1867151794,0.8316,2022-03-03
141388,LU1867151877,0.8468,2022-03-03
141389,LU1883993989,9.21,2022-03-03
141390,LU1883994011,0.91,2022-03-03
138169,LU1889097876,10.60,2022-03-03
138590,LU1889097959,9.98,2022-03-03
138152,LU1917777945,160.30,2022-03-03
141391,LU1919856309,70.66,2022-03-03
138589,LU1934327781,8.70,2022-03-03
138171,LU1934455194,14.39,2022-03-03
141392,LU1935354966,0.7947,2022-03-03
141393,LU1935355260,0.7891,2022-03-03
138017,LU1935355344,0.7788,2022-03-03
138022,LU1939255532,33.79,2022-03-02
141394,LU1963769176,86.82,2022-03-03
141395,LU1974910355,13.43,2022-03-03
141396,LU1979441026,20.17,2022-03-03
141725,LU1981791327,150.21,2022-03-03
138140,LU1983299246,152.76,2022-03-03
138138,LU1992135399,15.56,2022-03-03
140783,LU1993786604,105.28,2022-03-03
138555,LU1995616775,89.89,2022-03-03
138170,LU1995616858,81.18,2022-03-03
138558,LU1995616932,85.71,2022-03-03
138556,LU1995617070,77.40,2022-03-03
138557,LU1995617310,63.38,2022-03-03
138554,LU2015339539,90.57,2022-03-03
141397,LU2015340628,90.36,2022-03-03
141398,LU2015341279,90.13,2022-03-03
141399,LU2023250504,13.44,2022-03-03
141400,LU2023250769,13.06,2022-03-03
141401,LU2023250843,14.57,2022-03-03
138644,LU2023251221,12.78,2022-03-03
138645,LU2028103732,12.26,2022-03-03
141402,LU2031211563,9.15,2022-03-03
141403,LU2044937824,9.26,2022-03-03
141404,LU2044938129,9.14,2022-03-03
141405,LU2044938392,92.71,2022-03-03
141406,LU2044938715,91.7,2022-03-03
141407,LU2052525768,13.14,2022-03-03
138180,LU2055183474,93.99,2022-03-03
138559,LU2055183557,86.13,2022-03-03
138561,LU2055183805,83.55,2022-03-03
138640,LU2056362424,13.47,2022-03-03
138641,LU2056362770,13.64,2022-03-03
138707,LU2070343558,94.14,2022-03-03
141732,LU2077746696,8.65,2022-03-03
138632,LU2077746779,8.59,2022-03-03
138643,LU2089283258,12.09,2022-03-03
141408,LU2089284900,11.95,2022-03-03
141409,LU2089986090,0.9719,2022-03-03
138659,LU2091194634,16.06,2022-03-03
138708,LU2099546561,91.19,2022-03-03
141410,LU2106854487,11.93,2022-03-03
141411,LU2112991349,90.91,2022-03-03
140776,LU2125116330,6.88,2022-03-03
141412,LU2125116413,6.85,2022-03-03
141413,LU2125116504,69.33,2022-03-03
141414,LU2127175417,7.71,2022-03-03
138151,LU2145465402,175.36,2022-03-02
138646,LU2145465584,165.89,2022-03-02
138703,LU2191243257,115.17,2022-03-03
141726,LU2237443382,11.04,2022-03-03
141790,LU2237443549,22.00,2022-03-03
140797,LU2237443622,11.89,2022-03-03
140796,LU2237443978,23.70,2022-03-03
141415,LU2238339852,114.21,2022-03-02
141416,LU2257466305,20.85,2022-03-02
138663,LU2259627821,9.89,2022-03-03
138530,LU2272731600,9.21,2022-03-03
141417,LU2290525943,86.37,2022-03-03
138531,LU2322448791,9.12,2022-03-03
141419,LU2375672263,0.933,2022-03-03
141420,LU2382294481,8.11,2022-03-03
141421,MU0164S00030,8.11,2022-03-03
141422,MU0221S00053,6.49,2022-03-02
